BOOK006,5,Books,Web Development,HTML CSS and JavaScript,22.99,60,2026-02-18 11:20:00.000
BOOK007,5,Books,Data Structures,Fundamentals of data structures,28.99,45,2026-02-26 16:45:00.000
BOOK008,5,Books,Python Programming,Comprehensive Python guide,35.99,55,2026-03-06 09:15:00.000
BOOK009,5,Books,Artificial Intelligence,AI concepts and applications,42.99,25,2026-03-14 13:40:00.000
BOOK010,5,Books,Cybersecurity Essentials,Introduction to cybersecurity,31.99,40,2026-03-22 18:10:00.000
BOOK011,5,Books,Networking,Computer networking basics,27.99,50,2026-04-01 10:05:00.000
BOOK012,5,Books,Software Engineering,Software development lifecycle,36.99,30,2026-04-09 15:30:00.000
BOOK013,5,Books,Cloud Computing,Cloud technologies explained,33.99,35,2026-04-17 12:25:00.000
BOOK014,5,Books,Machine Learning,ML concepts for beginners,38.99,25,2026-05-03 17:50:00.000
BOOK015,5,Books,Operating Systems,Operating system principles,29.99,45,2026-05-18 09:35:00.000
BOOK016,5,Books,Computer Architecture,Hardware and architecture,34.99,40,2026-06-08 14:20:00.000
BOOK017,5,Books,Advanced Programming,Deep dive into programming paradigms,44.99,20,2026-06-20 11:10:00.000
BEAU001,6,Personal Care,Face Wash,Gentle daily facial cleanser,12.99,120,2026-01-04 09:15:00.000
BEAU002,6,Personal Care,Moisturizing Cream,Hydrating skin moisturizer,18.99,90,2026-01-12 14:40:00.000
BEAU003,6,Personal Care,Shampoo,Nourishing hair shampoo,9.99,150,2026-01-20 10:25:00.000
BEAU004,6,Personal Care,Conditioner,Hair repair conditioner,10.99,140,2026-01-28 16:50:00.000
BEAU005,6,Personal Care,Body Lotion,Refreshing body lotion,14.99,100,2026-02-05 11:10:00.000
BEAU006,6,Personal Care,Sunscreen SPF50,Broad spectrum sun protection,16.99,80,2026-02-13 15:35:00.000
BEAU007,6,Personal Care,Lip Balm,Moisturizing lip balm,4.99,200,2026-02-21 09:20:00.000
BEAU008,6,Personal Care,Perfume,Long-lasting fragrance,49.99,40,2026-03-02 18:45:00.000
BEAU009,6,Personal Care,Electric Toothbrush,Rechargeable toothbrush,39.99,50,2026-03-10 12:30:00.000
BEAU010,6,Personal Care,Hair Dryer,Professional hair dryer,34.99,35,2026-03-18 17:05:00.000
BEAU011,6,Personal Care,Beard Trimmer,Cordless beard trimmer,29.99,45,2026-03-26 10:15:00.000
BEAU012,6,Personal Care,Face Mask Pack,Set of hydrating face masks,15.99,70,2026-04-04 14:50:00.000
BEAU013,6,Personal Care,Hand Cream,Moisturizing hand cream,7.99,120,2026-04-12 09:35:00.000
BEAU014,6,Personal Care,Makeup Brush Set,Professional makeup brushes,24.99,55,2026-04-20 16:20:00.000
BEAU015,6,Personal Care,Nail Care Kit,Complete nail grooming kit,19.99,60,2026-05-06 11:45:00.000
BEAU016,6,Personal Care,Body Scrub,Exfoliating body scrub,13.99,85,2026-05-22 18:10:00.000
BEAU017,6,Personal Care,Hair Serum,Repair and shine hair serum,21.99,75,2026-06-18 10:55:00.000
